DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2014-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-08,0.0,0.0,0.0,0.0,1.0030591666666666,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,0.0,0.0,0.0,0.0,0.9790077083333333,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-10,0.0,0.0,0.0,0.0,0.5457591666666667,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,310.37614,96.87589,277.27826,0.0,1.215986875,33.09788,10.47992,33.07195,0.0,0.0,0.0
2014-04-12,303.50078,96.92339,281.44744,0.0,3.0870154166666666,22.05334,8.70429,22.05334,0.0,0.0,0.0
2014-04-13,303.53481,96.95885,276.032,0.0,1.9623652083333334,27.50281,9.42315,16.16326,0.0,0.0,0.0
2014-04-14,303.78228,96.96873,282.78676,0.0,0.0,20.99552,8.13137,20.73712,0.0,0.0,0.0
2014-04-15,303.85821,97.02136,289.94067,0.0,31.141855625,13.91754,8.49833,12.18153,0.0,0.0,0.0
2014-04-16,303.79187,97.06569,299.67193,0.0,0.0,4.11994,8.82124,1.4902,0.0,0.0,0.0
2014-04-17,304.33518,96.91946,282.901,0.0,41.23599395833333,21.43418,8.85429,18.79484,0.0,0.0,0.0
2014-04-18,304.84859,96.72034,273.70073,0.0,0.0,31.14786,9.63954,28.50258,0.0,0.0,0.0
2014-04-19,305.37149,96.61563,259.61993,0.0,0.43686166666666665,45.75156,9.63919,43.1571,0.0,0.0,0.0
2014-04-20,313.87058,96.55953,282.81436,0.0,0.4542847916666667,31.05622,9.61976,28.48402,0.0,0.0,0.0
2014-04-21,301.3756413043478,102.67637913043478,204.79518347826087,0.0,20.989748333333335,96.58045782608696,19.196819130434783,69.7755695652174,0.0,0.0,0.0
2014-04-22,289.42136166666666,106.35320895833334,182.059311875,0.0,43.34345125,107.36204979166666,37.93925125,78.93540895833333,631.47,90439.09,0.0
2014-04-23,270.23979291666666,107.64377895833333,171.05278208333334,0.0,47.167523125,99.18701083333333,60.756579375,70.627109375,1166.46,165720.39,0.0
2014-04-24,262.8427475,107.86923416666667,168.24197729166667,0.0,47.73231020833333,94.60077020833333,63.046799791666665,66.049150625,1549.81,221707.31,0.0
2014-04-25,255.52699520833335,107.97113708333333,165.538903125,0.0,48.53376875,89.98809208333333,64.54722916666667,61.40538625,1248.7,178063.52,0.0
2014-04-26,247.19905208333333,108.05203020833333,162.42224166666668,0.0,49.844502291666664,84.77681041666666,65.72369375,56.14790645833333,1345.78,192602.19,0.0
2014-04-27,240.736416875,108.05380395833333,159.89901979166666,0.0,50.296981875,80.83739708333333,66.93373229166667,52.20174708333333,1349.56,194496.27,0.0
2014-04-28,235.02093145833334,108.04163645833333,157.68322,0.0,50.735878541666665,77.33771145833333,67.84834791666667,48.707583541666665,1345.61,192899.71,0.0
2014-04-29,232.74371041666666,107.987806875,156.794893125,0.0,50.11391979166667,75.94881729166667,65.70691916666667,47.375714583333334,1279.46,184900.31,0.0
2014-04-30,233.29777791666666,107.89323895833333,157.179385,0.0,48.92679020833334,76.11839291666666,62.795643958333336,47.61060354166667,1225.62,177107.86,0.0
