DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_ANNULUS_PRESS,AVG_CHOKE_SIZE_P,AVG_WHP_P,AVG_WHT_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2008-02-12,308.0559395652174,104.41809,201.2500004347826,18.63955695652174,14.484431304347826,106.80593913043478,16.294718260869566,92.47510695652174,284.65,38888.67,385.01
2008-02-13,303.033518125,105.40269583333334,182.14494208333332,16.466641041666666,22.832986458333334,120.88857604166667,53.37432979166667,89.6201475,1869.7,285246.16,7.13
2008-02-14,295.58606133333336,105.77548622222223,181.86788666666666,12.659589111111112,31.249966444444443,113.71817466666667,72.73763088888889,80.12046511111112,3124.09,509954.88,1.16
2008-02-15,297.66270211663067,105.75187535637149,180.8320604535637,5.264051706263499,28.51893021276596,116.83064166306696,69.99594339092873,84.25099043196545,2608.28,383426.67,0.97
2008-02-16,295.9355189583333,105.811114375,180.50104479166666,12.384633541666666,30.227902291666666,115.43447416666666,71.51834708333334,82.35902625,3051.8,418474.0,4.89
2008-02-17,295.5516572916667,105.83129916666667,180.34578083333332,14.384565208333333,29.974052083333333,115.20587645833334,73.64180020833334,82.16850104166667,2982.63,422763.0,1.85
2008-02-18,294.21106282608696,105.86646695652173,180.92924760869565,15.980444130434783,30.30840304347826,113.2818152173913,74.16015652173913,80.26304456521738,2980.52,413831.0,6.48
2008-02-19,293.829243125,105.86795833333333,180.06011520833334,18.811254375,30.486976666666667,113.76912791666666,74.90183854166666,81.27494916666667,3046.19,429218.0,0.73
2008-02-20,293.0614802083333,105.87933021276596,179.66174354166668,19.740757234042555,29.907024375,113.39973666666667,73.03901723404255,80.77392092198582,3057.18,442982.75,0.46
2008-02-21,292.5402470833333,105.88343395833333,179.433895,19.431675208333335,30.49301125,113.10635208333333,71.7374875,79.975169375,3030.33,423809.16,0.45
2008-02-22,292.36155884690953,105.88229316314596,179.2822295892872,1.0385930394233913,29.634476666666668,113.07932925762232,72.32731583740164,79.94799810529665,2907.56,397808.0,0.44
2008-02-23,292.0884239965605,105.84901334553587,179.4856978094028,11.010839879967005,28.957179677419354,112.60272618715769,69.59702344933551,79.1622193134641,1851.72,252078.0,0.28
2008-02-24,290.54162541666665,105.90578958333333,179.35469375,8.582714375,30.799615416666665,111.18693166666667,73.19259291666667,77.93204895833334,3126.7,442808.0,0.47
2008-02-25,290.2081439583333,105.8956975,178.758408125,12.3043675,30.683435208333332,111.44973583333334,73.10786583333334,78.256700625,3045.54,439178.0,0.46
2008-02-26,289.53618458333335,105.90156645833333,178.60267479166666,12.506407083333333,30.923040416666666,110.93350979166667,72.30784145833333,77.72319291666666,3046.54,446905.0,0.46
2008-02-27,288.93326291666665,105.90246333333333,178.60774625,12.375716666666667,30.849319375,110.32551666666667,74.70248166666667,77.12799333333334,3035.54,445616.0,0.46
2008-02-28,288.8482654034959,105.89608038428321,178.21955504262536,10.149501590093406,29.900441458333333,110.62871036087053,73.45067011961976,77.46549030672685,2971.55,424674.0,0.45
2008-02-29,287.5143464583333,105.906833125,178.06743958333334,11.423948541666666,31.0238775,109.446906875,73.39583479166667,76.21154791666666,3070.54,450348.0,0.46
2008-03-01,286.89159270833335,105.90908916666666,178.06476229166665,11.15552625,31.061881458333332,108.82683041666667,74.60420416666666,75.57316458333334,3068.48,447584.12,0.46
2008-03-02,286.2646760416667,105.91060979166667,177.943628125,11.222632708333334,31.087440625,108.32104791666667,75.21838166666667,74.76162354166667,3066.54,446144.0,0.46
2008-03-03,285.7278645833333,105.91012166666667,177.66862104166665,10.866487916666667,30.964471666666668,108.05924354166666,75.12426770833333,74.36059666666667,3043.54,443726.0,0.46
2008-03-04,285.38199645833333,105.90365333333334,177.30688125,9.828944791666666,30.60221479166667,108.07511520833333,74.28098166666666,74.440533125,2983.19,430246.72,0.45
2008-03-05,284.82887520833333,105.901836875,176.95958916666666,9.322769583333333,30.576489375,107.86928604166667,72.50000458333334,74.26244208333334,2967.05,437688.2,0.45
